No,Ref. No.,P/F,Comodity Code,System Name,Line No.,Item Description,Originating,Terminating,PID,Status,Commision Date,Service Fluid,Primary Fluid,Most Volatile Fluid,Toxic Constituent,Flow Rate (ft3/h),DP (psig),DT (0F),Max. OP (psig),Max. OT (0F),Material,NPS,OD (inch),Class,Rating,SCH.,Nom. THK. (mm),CA (mm),Design Code,Insulation,Isometric As Built,Assessment Date,Last Insp. Date,Inspection Method,ROI Number,Visual Finding,Thickness Measurement,Internal issue (Yes/No),External issue (Yes/No),Repair (Yes/No),Repair Description,LF1,LF3,LF4,LF5,LF6,LF7,CF5,CF6,CF7,CF8,CF9,Potential DM's Internal,Potential DM's External,EL Internal,EL External,Min EL (Months),Risk (1AP),Risk (2AP),Risk (3AP),RLI (Months),Criticality 1AP,RLI Due Date mm/dd/yyyy,Inspection Due Date mm/dd/yyyy,Inspection Scope yyyy,Note,Remarks
1,,CPP GUNDIH,PL,Process Liquid,"01-2\"-PL-B05-01006","2 in, from D-0103 HP Scrubber to 01-2\"-CD-B05-01003, 01-2\"-PL-A05-01008","D-0103 HP Scrubber","01-2\"-CD-B05-01003, 01-2\"-PL-A05-01008",PPGJ-PRO-PID-01.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
